[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-09-25 17:08:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-09-25 17:08:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116\
[2024-09-25 17:08:37] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/skallar/
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 220 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443999ab59-wbiSeR.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:059c5922786a2bcd6c4de27cdf4f4420bea7ca8e===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443999f73a-wlk8jj.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css?simply_static_page=57
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css?simply_static_page=57
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 200 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443999f73a-wlk8jj.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:e42e47575da5d3b6d0717084897b232dc49a4bb4===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f44399a4425-wDQrcP.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css?simply_static_page=58
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css?simply_static_page=58
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 620 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f44399a4425-wDQrcP.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:de0499a5bbbeedcd2175caa3b726fd27a6cd3664===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f44399a9486-pjqisM.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css?simply_static_page=59
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css?simply_static_page=59
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 532 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f44399a9486-pjqisM.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:8aa52933b8f30eed412978d4df9d66102c7b91f5===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f44399ae279-iQbxbY.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css?simply_static_page=60
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css?simply_static_page=60
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 602 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f44399ae279-iQbxbY.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:1a9fa312bfcf12e1fbbe132dc805e37e0fbd4f68===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f44399b30c6-Ha7qrw.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css?simply_static_page=61
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css?simply_static_page=61
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 521 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f44399b30c6-Ha7qrw.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-horizontal.min.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:66a3ef95fd6ab4bb4740ded118d113a1b5b0aa34===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f44399b8689-3zBosx.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css?simply_static_page=62
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css?simply_static_page=62
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 544 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f44399b8689-3zBosx.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:df04d31d5f7061fe740d25a3ff05bb35fcbdaaa4===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f44399bd91b-Ny03Jn.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css?simply_static_page=63
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css?simply_static_page=63
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 463 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f44399bd91b-Ny03Jn.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:96f803bff8991287dc54118ed2e11ed8b0bae4c2===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f44399c2676-001B9o.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css?simply_static_page=64
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css?simply_static_page=64
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 651 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f44399c2676-001B9o.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:41] [class-ss-page.php:119] Checking Content Identical:4bc43313c542b3569b0303684c6b183252378d7e===. Value: FALSE
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-09-25 17:08:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 608
[2024-09-25 17:08:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f44399c753a-GF1N9Z.tmp
[2024-09-25 17:08:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css?simply_static_page=65
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css?simply_static_page=65
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:103] Filesize: 564 bytes
[2024-09-25 17:08:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
